                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    197,                0.51371,                 1.0101,                0.46819,                0.97909,                 0.8378,                 0.7724,                0.82916,                0.64963,                0.80028,                0.73024,                0.78259,                0.60492,                0.80673,                 1.8416,                0.64591,                 1.2081,              0.0010298,              0.0010298,              0.0010298
                    198,                0.51497,                 1.0261,                0.45613,                0.97086,                0.82863,                0.79439,                 0.8335,                0.66566,                0.80938,                0.75399,                0.79074,                0.60639,                0.76354,                 1.7157,                 0.6496,                  1.158,              0.0010249,              0.0010249,              0.0010249
                    199,                0.50734,                 1.0318,                0.46945,                0.96938,                0.87786,                0.72897,                 0.8221,                0.65151,                0.87254,                 0.7243,                0.77363,                0.61162,                0.80787,                 1.6775,                0.73381,                 1.1733,              0.0010199,              0.0010199,              0.0010199
                    200,                 0.4958,                0.98301,                0.44339,                0.95934,                0.86859,                0.67951,                0.78784,                0.61445,                0.85518,                0.66822,                0.75532,                0.57535,                0.80983,                 1.7234,                 0.8021,                 1.1986,              0.0010149,              0.0010149,              0.0010149
                    201,                 0.5169,                 1.0139,                 0.4491,                0.97183,                0.89818,                0.74766,                0.84371,                0.65942,                 0.8756,                0.72897,                0.79495,                0.61931,                0.75062,                  1.735,                0.66083,                 1.1418,                0.00101,                0.00101,                0.00101
                    202,                0.50455,                  1.011,                0.44298,                0.95502,                 0.8685,                0.80374,                0.84736,                0.65761,                0.83736,                 0.7757,                 0.7865,                0.60891,                 0.7529,                 1.7766,                  0.684,                 1.1495,               0.001005,               0.001005,               0.001005
                    203,                0.49353,                0.98429,                0.45386,                0.95213,                0.87196,                0.76377,                0.84528,                0.64761,                0.85066,                0.74529,                0.78976,                0.60544,                0.76239,                 1.6979,                0.70166,                 1.1757,              0.0010001,              0.0010001,              0.0010001
                    204,                0.51871,                0.97649,                0.45951,                0.95831,                  0.814,                0.81776,                0.85152,                0.66262,                0.85485,                0.74307,                0.81021,                0.61866,                  0.704,                 1.6233,                0.66592,                 1.0902,             0.00099515,             0.00099515,             0.00099515
                    205,                 0.5227,                0.96975,                0.47282,                 0.9614,                0.88637,                0.73364,                0.85583,                0.65626,                0.88072,                0.72897,                0.81228,                0.61291,                0.72135,                 1.6523,                0.72887,                 1.1031,              0.0009902,              0.0009902,              0.0009902
                    206,                0.49954,                0.98594,                0.44646,                0.94512,                0.77897,                0.79907,                0.85697,                0.65783,                0.86436,                0.72897,                0.81694,                0.60886,                 0.7592,                 1.7151,                0.65891,                 1.1496,             0.00098525,             0.00098525,             0.00098525
                    207,                0.50995,                  1.001,                0.45684,                0.96127,                0.81606,                0.76636,                0.83734,                 0.6469,                0.81385,                0.73547,                0.80977,                0.60973,                0.78386,                 1.6957,                0.71065,                 1.1725,              0.0009803,              0.0009803,              0.0009803
                    208,                0.50287,                0.98524,                0.47811,                0.96367,                0.84898,                0.77103,                0.84687,                0.64921,                0.83769,                0.74764,                0.80705,                0.60639,                0.75315,                 1.7131,                0.70492,                 1.1598,             0.00097535,             0.00097535,             0.00097535
                    209,                0.46824,                 1.0137,                0.47711,                0.94846,                0.81182,                0.78037,                0.83313,                0.64512,                0.82915,                0.72572,                0.79715,                0.60332,                0.73309,                 1.7451,                0.70914,                 1.1474,              0.0009704,              0.0009704,              0.0009704
                    210,                0.49073,                 1.0114,                0.46172,                0.94224,                0.85414,                0.73364,                0.80983,                 0.6126,                0.85461,                0.71415,                0.76934,                 0.5814,                0.79881,                 1.7748,                0.76011,                 1.2056,             0.00096545,             0.00096545,             0.00096545
                    211,                0.48246,                0.93619,                0.43416,                0.93997,                0.84189,                0.77103,                0.83817,                0.63984,                0.81693,                0.75234,                0.79727,                0.60548,                0.75154,                 1.7184,                 0.7066,                 1.1596,              0.0009605,              0.0009605,              0.0009605
                    212,                0.49603,                0.98552,                0.44913,                0.95266,                0.85528,                0.76168,                0.84436,                0.66196,                0.84832,                0.75791,                0.81635,                0.62029,                0.73777,                 1.7102,                0.65572,                 1.1496,             0.00095555,             0.00095555,             0.00095555
                    213,                0.48983,                0.97037,                0.43608,                0.94993,                0.86827,                0.72897,                0.82215,                0.64145,                0.86827,                0.72897,                0.79248,                 0.6078,                0.76582,                 1.6771,                0.73083,                 1.1613,              0.0009506,              0.0009506,              0.0009506
                    214,                0.49515,                0.94293,                0.43946,                0.95844,                 0.8185,                0.78037,                0.83853,                0.64113,                0.81547,                0.75234,                0.80006,                0.60085,                0.79465,                 1.7698,                0.75814,                 1.1996,             0.00094565,             0.00094565,             0.00094565
                    215,                0.48742,                0.97163,                0.42948,                0.95865,                0.82243,                0.81308,                0.84105,                0.63502,                0.81222,                0.78828,                0.79561,                0.59024,                 0.7737,                 1.7034,                0.72026,                 1.1787,              0.0009407,              0.0009407,              0.0009407
                    216,                0.50236,                0.98375,                 0.4494,                0.95195,                0.81647,                0.78993,                0.84811,                0.65267,                0.87672,                0.73109,                 0.8083,                0.60475,                0.75953,                 1.7402,                0.68397,                 1.1622,             0.00093575,             0.00093575,             0.00093575
                    217,                0.48053,                0.93538,                0.43857,                0.94551,                0.81966,                0.80705,                0.84882,                0.65556,                0.84884,                0.76636,                0.80302,                0.60801,                0.76022,                 1.6763,                0.64915,                 1.1588,              0.0009308,              0.0009308,              0.0009308
                    218,                0.48546,                0.95202,                0.43156,                 0.9512,                 0.8339,                0.79907,                 0.8553,                0.66132,                0.85091,                0.77346,                 0.8131,                0.63033,                0.73164,                 1.5906,                0.66636,                 1.1295,             0.00092585,             0.00092585,             0.00092585
                    219,                0.49813,                 1.0115,                0.43143,                0.95277,                 0.8851,                 0.7559,                0.85725,                0.67534,                0.82611,                0.81776,                 0.8406,                0.64482,                0.75397,                 1.6387,                0.63837,                 1.1577,              0.0009209,              0.0009209,              0.0009209
                    220,                0.51128,                 1.0352,                0.45808,                0.96108,                  0.851,                0.80841,                0.85701,                0.66538,                0.82028,                0.78912,                0.81858,                0.62744,                0.76525,                 1.6548,                0.65148,                 1.1806,             0.00091595,             0.00091595,             0.00091595
                    221,                0.47632,                0.94795,                0.42254,                0.94438,                0.83782,                0.79439,                0.84836,                0.67208,                0.83419,                 0.7757,                0.82502,                 0.6293,                0.75472,                 1.7093,                0.65216,                 1.1637,               0.000911,               0.000911,               0.000911
                    222,                0.48914,                0.99262,                0.42639,                0.96273,                0.79357,                0.79439,                0.84155,                0.64678,                0.83669,                0.74216,                0.80906,                0.61707,                0.79211,                 1.7325,                0.69734,                 1.1986,             0.00090605,             0.00090605,             0.00090605
                    223,                0.49402,                0.97072,                0.44029,                0.95406,                0.83374,                0.74766,                0.83706,                0.64924,                 0.8191,                0.73364,                0.80261,                0.61924,                0.76872,                 1.6955,                0.73433,                 1.1906,              0.0009011,              0.0009011,              0.0009011
                    224,                0.49365,                0.92935,                0.42733,                0.96325,                0.85696,                0.78385,                0.84916,                0.66406,                0.83091,                0.76636,                0.81179,                0.63078,                0.75173,                 1.5877,                 0.7052,                 1.1895,             0.00089615,             0.00089615,             0.00089615
                    225,                0.47352,                 1.0299,                0.42105,                0.93346,                0.88248,                0.75234,                0.84123,                0.65881,                0.85001,                0.72897,                0.79209,                0.61678,                0.74482,                 1.6484,                0.67122,                 1.1735,              0.0008912,              0.0008912,              0.0008912
                    226,                0.49635,                 1.0113,                0.42935,                0.95226,                0.82646,                 0.7789,                0.84469,                0.65936,                0.85459,                0.72897,                0.79287,                0.60985,                0.74673,                 1.6872,                0.67195,                 1.1711,             0.00088625,             0.00088625,             0.00088625
                    227,                0.50685,                0.96672,                0.43129,                0.97257,                 0.8861,                0.76343,                0.85402,                0.66056,                0.87708,                0.74299,                0.80578,                0.60915,                0.76964,                 1.6333,                0.65773,                 1.1685,              0.0008813,              0.0008813,              0.0008813
                    228,                 0.4938,                 1.0108,                0.42922,                 0.9632,                0.88801,                0.76168,                 0.8585,                 0.6626,                0.84959,                0.72897,                0.80595,                0.62155,                0.78599,                 1.5972,                0.67214,                 1.1847,             0.00087635,             0.00087635,             0.00087635
                    229,                0.48999,                0.95133,                0.43121,                0.95228,                 0.7932,                 0.8271,                0.84376,                0.65288,                  0.881,                0.71495,                0.80841,                0.61165,                0.78604,                 1.7032,                0.70714,                 1.1812,              0.0008714,              0.0008714,              0.0008714
                    230,                0.48093,                 0.9201,                0.41724,                0.95166,                0.82127,                0.79439,                0.85286,                 0.6658,                0.82739,                0.78505,                0.82486,                0.62038,                0.75125,                 1.6473,                0.65791,                 1.1528,             0.00086645,             0.00086645,             0.00086645
                    231,                0.48769,                 1.0125,                0.43935,                0.95229,                0.85747,                0.80841,                0.86603,                0.66356,                0.86276,                0.75701,                 0.8141,                0.62166,                0.77038,                  1.662,                0.65633,                 1.1992,              0.0008615,              0.0008615,              0.0008615
                    232,                0.49082,                0.95538,                 0.4323,                0.94935,                0.84598,                0.74435,                0.82556,                0.64447,                0.84067,                0.73968,                0.78632,                0.60164,                0.76322,                 1.6356,                0.69182,                 1.1838,             0.00085655,             0.00085655,             0.00085655
                    233,                0.46524,                0.91874,                0.41311,                0.93778,                0.86319,                0.74766,                0.82193,                0.63564,                0.84406,                 0.7335,                0.78252,                0.59219,                0.75777,                 1.7022,                0.70115,                 1.1793,              0.0008516,              0.0008516,              0.0008516
                    234,                0.46533,                0.96024,                0.41138,                 0.9379,                0.85619,                0.75119,                0.84443,                0.65304,                0.85351,                0.73512,                0.80234,                0.61685,                 0.7562,                 1.6322,                0.71801,                  1.154,             0.00084665,             0.00084665,             0.00084665
                    235,                0.47315,                0.93685,                0.41856,                 0.9421,                0.77996,                0.78972,                0.82343,                 0.6369,                0.80341,                0.76168,                0.78547,                0.60099,                0.74311,                 1.6436,                0.70917,                   1.15,              0.0008417,              0.0008417,              0.0008417
                    236,                0.46992,                0.91522,                0.43828,                 0.9442,                0.85051,                0.75234,                0.81508,                0.63078,                0.83466,                0.73832,                0.77484,                0.58066,                0.74769,                 1.7125,                0.71356,                 1.1725,             0.00083675,             0.00083675,             0.00083675
                    237,                0.47511,                0.97336,                0.43471,                0.94027,                0.85262,                0.75693,                0.81688,                0.63992,                0.83683,                0.74291,                0.77849,                 0.6066,                0.74606,                 1.7323,                0.73689,                   1.17,              0.0008318,              0.0008318,              0.0008318
                    238,                0.47363,                 0.9106,                 0.4108,                0.93915,                0.86832,                0.72897,                0.83119,                0.64866,                0.85528,                0.71803,                0.80676,                0.62003,                0.75794,                 1.6982,                0.74142,                 1.1562,             0.00082685,             0.00082685,             0.00082685
                    239,                 0.4656,                0.97796,                0.43968,                0.94844,                0.85087,                0.77321,                0.84949,                 0.6706,                0.84059,                0.76386,                0.82138,                0.62503,                0.73266,                 1.7005,                0.70588,                 1.1498,              0.0008219,              0.0008219,              0.0008219
                    240,                0.46957,                0.92382,                0.42008,                0.94554,                0.86917,                0.79907,                0.85844,                0.68045,                0.83826,                0.77103,                0.81126,                0.64103,                 0.7231,                  1.621,                0.69286,                 1.1342,             0.00081695,             0.00081695,             0.00081695
                    241,                0.46484,                 0.8867,                  0.413,                 0.9381,                0.83255,                0.76673,                0.84496,                0.67335,                0.81733,                0.75271,                0.80664,                0.62625,                0.71888,                 1.7503,                0.68966,                 1.1549,               0.000812,               0.000812,               0.000812
                    242,                0.47689,                0.96114,                0.42998,                 0.9422,                0.84926,                0.78981,                0.85793,                0.66793,                0.82831,                0.76168,                0.80371,                0.62829,                0.72755,                 1.7227,                0.69205,                 1.1441,             0.00080705,             0.00080705,             0.00080705
                    243,                0.47523,                0.86827,                0.43264,                0.94233,                0.87277,                0.74766,                0.84024,                0.65737,                0.83438,                0.77687,                0.81508,                0.61845,                0.75645,                 1.7079,                0.68327,                 1.1768,              0.0008021,              0.0008021,              0.0008021
                    244,                0.48333,                0.91944,                0.42061,                0.94954,                0.84341,                0.79439,                0.85795,                0.65428,                0.83154,                0.77103,                0.80624,                 0.6077,                0.75806,                 1.6641,                0.64897,                 1.1714,             0.00079715,             0.00079715,             0.00079715
                    245,                0.44996,                0.87952,                0.41107,                0.92585,                0.81268,                 0.8271,                0.85769,                0.66107,                0.81089,                0.80146,                0.80478,                0.60565,                 0.7151,                 1.6592,                 0.6472,                 1.1303,              0.0007922,              0.0007922,              0.0007922
                    246,                0.46856,                0.89401,                0.41126,                0.94491,                0.87413,                0.79439,                0.85812,                0.66609,                0.85267,                 0.7757,                0.81284,                0.61422,                0.74798,                 1.6441,                0.63267,                 1.1777,             0.00078725,             0.00078725,             0.00078725
                    247,                0.44509,                0.85865,                0.40463,                0.94033,                0.85889,                0.76168,                0.84965,                0.66022,                0.78789,                0.78111,                0.80246,                0.62221,                0.76846,                 1.5774,                0.68758,                 1.1894,              0.0007823,              0.0007823,              0.0007823
                    248,                0.47077,                0.89608,                0.41012,                0.93984,                0.85467,                0.74766,                 0.8445,                0.66449,                0.84388,                0.73832,                0.80281,                0.62156,                0.75982,                 1.6158,                0.71195,                 1.2001,             0.00077735,             0.00077735,             0.00077735
                    249,                0.46536,                0.91055,                0.40496,                0.93779,                0.88459,                0.75216,                0.84567,                0.64982,                0.85691,                 0.7276,                0.77936,                0.60384,                 0.7735,                 1.5936,                0.70498,                 1.1927,              0.0007724,              0.0007724,              0.0007724
                    250,                0.47152,                0.93111,                0.42518,                0.94369,                0.89371,                0.74653,                0.84656,                0.66445,                0.86574,                0.72316,                0.78121,                0.61091,                0.73229,                 1.5894,                0.67171,                 1.1702,             0.00076745,             0.00076745,             0.00076745
                    251,                0.46191,                0.89142,                0.41406,                0.93576,                0.81415,                0.78037,                0.83151,                 0.6566,                0.81895,                0.75234,                0.79338,                0.61453,                0.73088,                 1.6289,                0.68282,                 1.1722,              0.0007625,              0.0007625,              0.0007625
                    252,                0.45428,                0.86328,                0.40239,                0.93914,                0.88917,                0.74977,                0.86039,                0.67344,                0.86673,                0.72939,                0.80472,                0.62924,                0.74018,                 1.6191,                0.66334,                 1.1684,             0.00075755,             0.00075755,             0.00075755
                    253,                0.46698,                0.86991,                0.40533,                0.94145,                0.83953,                0.81776,                0.85643,                0.66892,                0.81544,                0.79439,                 0.8081,                 0.6276,                0.73211,                 1.6419,                 0.6635,                 1.1595,              0.0007526,              0.0007526,              0.0007526
                    254,                0.48395,                0.90064,                0.41757,                0.93984,                0.87757,                0.77037,                0.85343,                0.66748,                0.81123,                0.79439,                 0.8102,                0.62659,                0.76033,                 1.6772,                0.68112,                   1.17,             0.00074765,             0.00074765,             0.00074765
                    255,                  0.469,                0.91533,                0.42001,                0.93445,                0.81499,                 0.8234,                0.85818,                0.67064,                0.81679,                0.77079,                 0.8103,                0.62718,                0.75895,                 1.6861,                0.68707,                 1.1535,              0.0007427,              0.0007427,              0.0007427
                    256,                0.45513,                0.92561,                0.42206,                0.93899,                0.85445,                 0.7681,                0.86597,                0.69188,                0.85445,                 0.7681,                0.82779,                0.64058,                0.69239,                 1.6417,                0.65647,                 1.0997,             0.00073775,             0.00073775,             0.00073775
                    257,                0.46806,                0.93053,                0.41524,                 0.9446,                0.88141,                0.76405,                0.85536,                0.67032,                0.85452,                 0.7411,                0.80027,                0.62209,                0.73711,                 1.6783,                0.68031,                 1.1427,              0.0007328,              0.0007328,              0.0007328
                    258,                0.44558,                0.89867,                0.41011,                0.93072,                0.82226,                0.79987,                0.84397,                0.66818,                0.84553,                0.74299,                0.80274,                0.61901,                0.71661,                 1.6708,                0.66976,                 1.1433,             0.00072785,             0.00072785,             0.00072785
                    259,                0.45691,                0.90908,                0.38349,                0.94086,                0.82841,                0.81219,                0.85378,                   0.68,                0.80662,                0.77967,                0.81331,                 0.6229,                0.69463,                 1.6576,                0.64168,                  1.128,              0.0007229,              0.0007229,              0.0007229
                    260,                0.46261,                 0.9103,                0.40579,                0.92923,                0.80938,                 0.7757,                0.84576,                0.66119,                0.86492,                0.71963,                0.80299,                0.61697,                0.72618,                 1.7004,                0.68281,                 1.1506,             0.00071795,             0.00071795,             0.00071795
                    261,                0.43115,                0.86121,                0.38285,                0.92052,                 0.8279,                0.77103,                0.84147,                0.64933,                0.81766,                0.76168,                 0.8037,                0.62391,                0.75259,                 1.6079,                0.68716,                 1.1665,               0.000713,               0.000713,               0.000713
                    262,                0.45048,                0.88042,                0.39446,                0.94291,                0.84318,                0.80374,                0.86958,                0.68486,                0.83565,                 0.7603,                0.82802,                 0.6476,                0.70901,                 1.6302,                0.67139,                 1.1209,             0.00070805,             0.00070805,             0.00070805
                    263,                 0.4753,                 0.9571,                0.40136,                0.93203,                0.87366,                0.77555,                0.85878,                0.67867,                0.85988,                0.76168,                0.82489,                0.64096,                0.73603,                 1.7091,                0.64971,                 1.1588,              0.0007031,              0.0007031,              0.0007031
                    264,                0.43182,                0.85207,                0.41416,                0.92618,                0.88465,                0.75256,                0.85141,                0.66771,                0.86826,                0.73916,                0.81287,                0.62839,                 0.7431,                 1.7007,                0.69793,                 1.1687,             0.00069815,             0.00069815,             0.00069815
                    265,                0.43842,                0.84681,                0.39305,                0.92164,                0.89601,                0.72473,                0.85069,                0.67623,                0.88461,                0.71644,                0.80882,                0.63649,                0.75045,                 1.6308,                0.71451,                 1.1525,              0.0006932,              0.0006932,              0.0006932
                    266,                0.44021,                0.82425,                0.38721,                0.92469,                0.84363,                0.73111,                0.83568,                0.67166,                0.78911,                0.78037,                0.81429,                 0.6311,                0.73753,                 1.6424,                0.72321,                 1.1415,             0.00068825,             0.00068825,             0.00068825
                    267,                 0.4544,                 0.9138,                 0.3894,                0.93381,                0.80602,                0.80374,                0.84187,                0.66191,                0.79664,                0.79439,                0.81576,                0.61228,                0.73146,                 1.6897,                0.70003,                 1.1349,              0.0006833,              0.0006833,              0.0006833
                    268,                0.42333,                0.84059,                0.37485,                0.92994,                 0.8108,                0.75234,                0.81928,                0.64951,                0.80073,                0.74299,                0.79053,                0.61374,                0.70665,                 1.7644,                0.74527,                 1.1205,             0.00067835,             0.00067835,             0.00067835
                    269,                0.45575,                0.90092,                0.39913,                0.93695,                0.86622,                0.72616,                0.83243,                0.66233,                0.82626,                0.73364,                0.79239,                0.62857,                0.70516,                 1.7843,                0.74447,                 1.1229,              0.0006734,              0.0006734,              0.0006734
                    270,                 0.4531,                0.87269,                0.39922,                0.93367,                0.89113,                0.73832,                0.84927,                0.66344,                0.87391,                 0.7243,                0.80577,                0.61962,                0.70513,                 1.7762,                 0.7085,                 1.1317,             0.00066845,             0.00066845,             0.00066845
                    271,                0.44772,                0.84228,                0.39254,                0.94505,                0.87565,                0.75701,                 0.8544,                0.69307,                0.85909,                0.74299,                0.81532,                0.64303,                0.67972,                 1.7261,                0.68753,                 1.1076,              0.0006635,              0.0006635,              0.0006635
                    272,                0.42292,                0.85409,                0.37278,                0.91643,                0.87185,                0.74299,                0.85666,                0.69597,                0.86637,                0.73832,                0.81945,                 0.6416,                0.71044,                 1.7614,                0.65081,                 1.1292,             0.00065855,             0.00065855,             0.00065855
                    273,                0.43619,                  0.831,                0.36802,                0.91638,                 0.8658,                0.74299,                 0.8398,                0.68646,                0.84819,                0.72897,                0.80492,                0.63249,                0.72172,                 1.7359,                0.69541,                 1.1372,              0.0006536,              0.0006536,              0.0006536
                    274,                0.44275,                0.84242,                0.38176,                0.93949,                0.83038,                0.77777,                0.84815,                0.69416,                0.84114,                0.72897,                0.81228,                0.63123,                 0.6758,                 1.7828,                0.67593,                 1.0889,             0.00064865,             0.00064865,             0.00064865
                    275,                0.45827,                0.89961,                0.39972,                0.93391,                0.86833,                0.77103,                0.85103,                0.68763,                0.84659,                0.74299,                0.80486,                0.64149,                0.72785,                 1.6935,                0.64817,                 1.1315,              0.0006437,              0.0006437,              0.0006437
                    276,                0.43608,                0.88121,                0.38102,                0.92628,                0.85166,                0.78972,                0.85684,                0.68431,                0.83014,                0.77103,                0.80615,                0.62852,                0.69076,                 1.6347,                0.63235,                 1.1067,             0.00063875,             0.00063875,             0.00063875
                    277,                0.43949,                0.84237,                0.38336,                0.92703,                0.83546,                0.79439,                0.84583,                0.66808,                0.81505,                0.76194,                0.78435,                0.62119,                0.72434,                 1.7178,                0.66192,                 1.1341,              0.0006338,              0.0006338,              0.0006338
                    278,                0.44826,                0.84533,                0.39253,                0.93181,                0.84795,                0.80783,                0.86922,                 0.6829,                0.82772,                0.78576,                0.80349,                0.63194,                0.71927,                 1.7813,                0.65476,                 1.1334,             0.00062885,             0.00062885,             0.00062885
                    279,                0.44683,                0.87613,                0.38361,                0.93138,                0.77502,                0.83706,                0.86769,                0.68235,                0.83659,                 0.7243,                 0.8069,                 0.6325,                 0.7172,                 1.7476,                0.61954,                 1.1296,              0.0006239,              0.0006239,              0.0006239
                    280,                0.43369,                0.89843,                0.40126,                0.92505,                0.84045,                0.78972,                0.86667,                0.68473,                0.81405,                0.76636,                0.81271,                 0.6384,                0.68951,                 1.6991,                0.63046,                 1.0976,             0.00061895,             0.00061895,             0.00061895
                    281,                0.43113,                0.85378,                0.36861,                0.92481,                0.84576,                0.76872,                0.87538,                0.69266,                0.84753,                0.76168,                0.83275,                0.65323,                0.70114,                 1.6405,                0.65938,                 1.1141,               0.000614,               0.000614,               0.000614
                    282,                0.45111,                 0.9303,                0.39033,                0.93231,                0.87591,                0.76636,                0.86988,                0.68638,                 0.8656,                0.74766,                0.82475,                0.65175,                 0.7331,                 1.6126,                0.67655,                 1.1496,             0.00060905,             0.00060905,             0.00060905
                    283,                0.45113,                0.85639,                0.39999,                0.92933,                0.83021,                0.78972,                0.86061,                0.68013,                0.85959,                0.73364,                0.80847,                0.63852,                0.76916,                 1.6563,                0.68981,                 1.1616,              0.0006041,              0.0006041,              0.0006041
                    284,                0.44799,                0.89951,                 0.3947,                0.93043,                0.85608,                0.76636,                0.86605,                0.67779,                0.84162,                0.74766,                 0.8096,                0.63154,                0.77682,                 1.6652,                0.66047,                 1.1794,             0.00059915,             0.00059915,             0.00059915
                    285,                0.43598,                 0.8095,                0.37065,                0.92531,                 0.8595,                0.78972,                0.87215,                0.68744,                0.84352,                0.74766,                0.81074,                0.63447,                0.75502,                 1.7902,                0.63408,                 1.1663,              0.0005942,              0.0005942,              0.0005942
                    286,                0.44184,                0.80484,                0.36767,                0.93804,                0.88153,                0.78505,                0.86363,                0.68272,                 0.8634,                0.73838,                0.80149,                0.63106,                0.76918,                 1.8438,                0.64022,                 1.1867,             0.00058925,             0.00058925,             0.00058925
                    287,                0.47784,                0.87114,                0.40421,                0.96112,                 0.8862,                0.76416,                0.85821,                0.68879,                0.86601,                0.74766,                0.81124,                0.63759,                0.73775,                  1.778,                  0.667,                 1.1548,              0.0005843,              0.0005843,              0.0005843
                    288,                0.42899,                0.79494,                0.37471,                0.92855,                0.88591,                0.79439,                0.87488,                0.68899,                0.87246,                0.76719,                0.82252,                0.64086,                0.77991,                 1.7356,                0.63766,                 1.1972,             0.00057935,             0.00057935,             0.00057935
                    289,                0.44808,                0.85336,                0.38422,                0.93993,                0.90264,                0.81308,                0.88402,                0.69708,                 0.8758,                0.79083,                0.83154,                0.64569,                0.75839,                 1.7239,                 0.6347,                 1.1782,              0.0005744,              0.0005744,              0.0005744
                    290,                0.43467,                0.83392,                 0.3802,                0.93376,                0.90469,                0.80841,                0.88277,                0.70549,                0.88452,                0.78744,                0.83598,                0.65397,                0.72856,                 1.7112,                0.61795,                 1.1413,             0.00056945,             0.00056945,             0.00056945
