                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.52214,                 1.1166,                0.51817,                0.96465,                0.85535,                0.80131,                0.86083,                0.66752,                0.85535,                0.80131,                0.82963,                0.62643,                0.75415,                 1.6109,                0.67322,                  1.134,              0.0009506,              0.0009506,              0.0009506
                    108,                0.53268,                 1.0921,                0.50036,                 0.9799,                0.86321,                0.75234,                 0.8409,                0.64615,                0.84181,                0.74599,                0.79618,                0.61196,                0.76003,                 1.6849,                0.71187,                 1.1486,              0.0009407,              0.0009407,              0.0009407
                    109,                  0.508,                0.99682,                0.49152,                0.96625,                0.86753,                0.76508,                0.85285,                0.66126,                0.87283,                0.76975,                0.82722,                0.62081,                0.75444,                 1.6405,                 0.7224,                 1.1356,              0.0009308,              0.0009308,              0.0009308
                    110,                0.54465,                 1.0761,                0.52915,                0.99672,                  0.865,                0.77844,                0.85139,                0.66205,                0.88259,                0.75701,                0.82526,                0.61102,                0.75399,                 1.7932,                0.68424,                 1.1468,              0.0009209,              0.0009209,              0.0009209
                    111,                  0.524,                 1.1074,                0.52996,                0.97857,                0.81872,                0.81308,                0.86212,                0.67942,                0.81203,                0.80749,                0.84343,                0.63366,                0.71506,                 1.6263,                0.68612,                 1.0967,               0.000911,               0.000911,               0.000911
                    112,                0.55151,                 1.1801,                 0.5342,                 0.9853,                0.87015,                0.78289,                0.85457,                0.68435,                0.90357,                0.74436,                0.82001,                0.63052,                0.70939,                 1.6432,                0.70355,                 1.0987,              0.0009011,              0.0009011,              0.0009011
                    113,                0.56656,                 1.1815,                0.52755,                 1.0026,                0.79294,                0.81308,                0.84399,                0.64923,                0.85771,                0.73239,                0.81638,                  0.605,                 0.7095,                 1.6328,                0.72882,                 1.0863,              0.0008912,              0.0008912,              0.0008912
                    114,                 0.4916,                 1.0073,                0.46837,                0.95007,                0.85075,                0.82573,                0.87363,                0.68074,                 0.8267,                 0.8025,                0.84126,                0.63266,                0.73083,                 1.6262,                0.67946,                 1.1006,              0.0008813,              0.0008813,              0.0008813
                    115,                0.53482,                 1.0815,                0.50446,                0.96954,                 0.8287,                0.83178,                0.87369,                0.67633,                0.86173,                 0.7572,                0.83615,                0.63507,                0.73647,                 1.7669,                0.71946,                 1.1129,              0.0008714,              0.0008714,              0.0008714
                    116,                0.49563,                 1.1453,                0.46415,                0.96446,                 0.8511,                0.80132,                0.87641,                0.67609,                0.88001,                0.74766,                0.83328,                0.63131,                0.75642,                 1.8072,                0.71576,                 1.1293,              0.0008615,              0.0008615,              0.0008615
                    117,                 0.5109,                 1.0366,                0.47286,                0.96225,                0.84681,                0.81776,                0.86274,                0.66957,                0.82998,                0.80374,                0.84032,                 0.6351,                0.76576,                 1.6613,                0.69203,                 1.1372,              0.0008516,              0.0008516,              0.0008516
                    118,                0.53866,                 1.0916,                0.50954,                0.98072,                0.86077,                0.80841,                0.86198,                0.66031,                0.84905,                0.77103,                0.80838,                0.61482,                 0.7625,                 1.5432,                0.69588,                 1.1401,              0.0008417,              0.0008417,              0.0008417
                    119,                0.52032,                  1.021,                0.50656,                 0.9705,                0.85502,                0.79917,                0.86961,                0.67136,                0.86826,                0.76994,                0.82138,                0.63267,                0.74721,                 1.5898,                0.69587,                 1.1258,              0.0008318,              0.0008318,              0.0008318
                    120,                0.54169,                 1.2296,                0.50454,                0.97438,                0.85561,                0.80302,                0.86323,                0.66018,                0.92237,                0.74299,                0.82611,                0.62544,                0.75173,                 1.5914,                0.72255,                 1.1221,              0.0008219,              0.0008219,              0.0008219
                    121,                0.52617,                 1.0487,                0.50813,                0.97555,                0.89609,                 0.7757,                0.85799,                0.67391,                0.91807,                0.73309,                0.82094,                0.63224,                0.73862,                 1.6608,                0.68624,                 1.1228,               0.000812,               0.000812,               0.000812
                    122,                0.51126,                 1.0421,                0.51111,                0.97328,                0.87598,                0.78505,                 0.8503,                0.67283,                0.86555,                 0.7757,                0.82441,                 0.6216,                0.73809,                 1.6838,                0.68648,                 1.1184,              0.0008021,              0.0008021,              0.0008021
                    123,                0.52628,                 1.0745,                0.50156,                0.97109,                0.84784,                0.78505,                 0.8462,                0.66319,                0.84263,                0.78037,                0.82048,                0.60965,                0.75272,                 1.6999,                 0.6832,                 1.1394,              0.0007922,              0.0007922,              0.0007922
                    124,                0.53759,                 1.0893,                0.49589,                0.96814,                0.87125,                0.79055,                0.86291,                 0.6705,                0.86075,                 0.7757,                 0.8261,                0.61024,                0.75478,                 1.7163,                0.67889,                  1.132,              0.0007823,              0.0007823,              0.0007823
                    125,                0.50632,                 1.0963,                0.47024,                0.95551,                0.85751,                0.81776,                0.87321,                0.67469,                0.84771,                0.80841,                0.83372,                0.62669,                0.75829,                  1.645,                0.66263,                 1.1277,              0.0007724,              0.0007724,              0.0007724
                    126,                0.52351,                0.98429,                0.48701,                0.96856,                0.81398,                0.83833,                0.86235,                0.67599,                0.81636,                0.83095,                0.83409,                0.63383,                0.72468,                 1.5924,                0.65653,                 1.1102,              0.0007625,              0.0007625,              0.0007625
                    127,                 0.5136,                 1.1202,                0.48527,                0.96055,                0.79787,                0.84851,                0.86095,                0.68717,                0.84223,                0.78037,                0.83523,                0.64706,                 0.7279,                 1.5407,                0.70013,                 1.1088,              0.0007526,              0.0007526,              0.0007526
                    128,                0.50891,                 1.1429,                 0.4797,                0.95767,                0.84858,                0.81776,                0.86421,                 0.6797,                0.84463,                0.81308,                0.84387,                0.64076,                 0.7228,                 1.5532,                0.68288,                 1.1066,              0.0007427,              0.0007427,              0.0007427
                    129,                0.52152,                 1.0311,                0.50636,                0.98011,                0.88455,                 0.7757,                0.87255,                0.69748,                0.87922,                0.77103,                0.85343,                0.65769,                0.72689,                 1.5612,                0.68498,                 1.1214,              0.0007328,              0.0007328,              0.0007328
                    130,                0.49229,                 1.0183,                0.47194,                0.96386,                0.85807,                0.80841,                0.86661,                0.68596,                0.90706,                0.73832,                0.84135,                0.64108,                0.71896,                 1.6605,                0.71976,                 1.1217,              0.0007229,              0.0007229,              0.0007229
                    131,                0.52742,                 1.0293,                0.47268,                0.96733,                 0.8817,                0.80103,                0.85965,                0.68975,                0.87145,                0.79197,                0.83956,                0.64079,                0.72923,                 1.5375,                0.67153,                 1.1425,               0.000713,               0.000713,               0.000713
                    132,                0.49934,                0.98417,                0.45502,                0.95761,                0.83371,                0.84344,                0.87161,                0.69918,                0.82573,                0.83178,                0.84554,                 0.6479,                0.69678,                 1.5067,                0.63355,                 1.1158,              0.0007031,              0.0007031,              0.0007031
                    133,                0.49454,                 1.0115,                0.47414,                0.96058,                0.81122,                0.83645,                0.86142,                0.68178,                0.83085,                0.78037,                0.83028,                0.63044,                0.70565,                  1.539,                0.66183,                 1.1048,              0.0006932,              0.0006932,              0.0006932
                    134,                0.51628,                 1.0141,                0.46194,                0.96851,                0.86819,                0.80022,                0.87813,                0.68271,                0.85606,                0.78505,                 0.8315,                0.63712,                0.70735,                  1.582,                0.66982,                 1.0966,              0.0006833,              0.0006833,              0.0006833
                    135,                0.49314,                0.98892,                0.45795,                0.95007,                0.85319,                0.81468,                0.87282,                0.68656,                0.83352,                0.79544,                 0.8464,                0.64942,                0.73212,                 1.6221,                0.65476,                 1.1213,              0.0006734,              0.0006734,              0.0006734
                    136,                0.49529,                 1.0222,                0.47642,                0.96654,                0.87081,                 0.7757,                0.85373,                0.66678,                0.85335,                0.76168,                0.82902,                0.63669,                0.76314,                  1.612,                0.73438,                 1.1487,              0.0006635,              0.0006635,              0.0006635
                    137,                0.48405,                 1.0056,                0.44649,                0.95298,                0.82012,                0.80958,                0.84829,                0.64235,                 0.8106,                0.79996,                0.82153,                0.62028,                0.75465,                 1.5005,                0.70353,                 1.1522,              0.0006536,              0.0006536,              0.0006536
                    138,                0.54409,                 1.0379,                0.47905,                0.98706,                0.85303,                0.81364,                 0.8649,                0.66525,                0.83839,                0.79997,                0.82787,                0.63197,                0.75263,                 1.5125,                0.68089,                 1.1481,              0.0006437,              0.0006437,              0.0006437
                    139,                 0.4868,                0.93507,                0.44838,                0.97157,                0.85485,                0.78505,                0.83485,                0.64765,                0.85591,                0.76168,                0.81024,                0.61293,                0.74977,                 1.5631,                0.67457,                 1.1664,              0.0006338,              0.0006338,              0.0006338
                    140,                0.50654,                 1.0262,                0.45094,                0.95369,                0.91151,                 0.7757,                0.86388,                0.68222,                0.84977,                0.78972,                0.83391,                0.64459,                0.74043,                 1.5696,                0.64815,                 1.1415,              0.0006239,              0.0006239,              0.0006239
                    141,                0.47551,                0.94919,                0.45359,                0.94707,                 0.8664,                0.81776,                0.87747,                0.69365,                0.87361,                0.80747,                0.83714,                0.64862,                0.71916,                  1.588,                0.61871,                 1.1137,               0.000614,               0.000614,               0.000614
                    142,                0.50461,                0.97459,                0.45727,                0.96132,                0.84981,                0.78972,                0.84673,                0.67401,                0.83599,                0.76636,                0.81211,                0.62141,                0.72984,                  1.603,                0.69356,                 1.1253,              0.0006041,              0.0006041,              0.0006041
                    143,                0.48863,                 1.0082,                0.44944,                0.95965,                0.84902,                0.79439,                 0.8458,                0.67496,                0.84902,                0.79439,                0.81968,                0.62305,                0.73643,                 1.8052,                0.67577,                 1.1361,              0.0005942,              0.0005942,              0.0005942
                    144,                0.49714,                 1.0599,                0.47865,                0.95146,                0.90609,                0.76646,                0.87468,                0.68239,                0.87759,                0.76636,                0.83022,                0.64709,                0.72756,                 1.6764,                0.64942,                 1.1089,              0.0005843,              0.0005843,              0.0005843
                    145,                0.45897,                0.96378,                 0.4279,                0.94651,                0.89259,                0.77664,                0.85859,                0.67423,                0.88199,                0.76836,                0.82619,                0.64172,                0.74052,                 1.7363,                0.69463,                  1.138,              0.0005744,              0.0005744,              0.0005744
                    146,                0.49401,                0.99959,                0.45697,                0.94962,                0.88793,                0.77747,                0.86311,                0.67311,                0.88259,                 0.7728,                0.83314,                0.63168,                0.73776,                 1.7119,                0.67389,                 1.1382,              0.0005645,              0.0005645,              0.0005645
                    147,                 0.4996,                0.96772,                0.45381,                0.95766,                0.85843,                0.78972,                0.85296,                 0.6614,                0.85335,                0.78505,                0.83115,                0.62978,                0.74824,                 1.7428,                0.67673,                 1.1602,              0.0005546,              0.0005546,              0.0005546
                    148,                0.45313,                0.95923,                 0.4372,                0.93806,                0.87102,                0.78505,                0.85475,                0.67096,                0.86978,                 0.7757,                0.82776,                0.63296,                0.73578,                 1.7436,                0.65495,                 1.1296,              0.0005447,              0.0005447,              0.0005447
                    149,                0.46548,                0.99847,                0.44047,                0.94067,                  0.873,                0.77089,                 0.8555,                0.66653,                0.86672,                0.76636,                0.83006,                0.63746,                 0.7709,                 1.8451,                0.68745,                  1.179,              0.0005348,              0.0005348,              0.0005348
                    150,                0.46895,                0.98278,                 0.4506,                0.94357,                0.85791,                0.78998,                0.86594,                0.67298,                0.86862,                0.80329,                0.85372,                0.64166,                 0.7723,                 1.8564,                0.67891,                 1.1871,              0.0005249,              0.0005249,              0.0005249
                    151,                0.46771,                0.92355,                0.42352,                0.95297,                  0.817,                0.85532,                0.86964,                0.68455,                0.84723,                0.80841,                0.84777,                0.64531,                0.72827,                 1.7115,                0.63106,                  1.129,               0.000515,               0.000515,               0.000515
                    152,                0.45234,                 0.9025,                 0.4066,                0.94445,                 0.8816,                0.80374,                0.86208,                0.68962,                0.87648,                0.79907,                0.84438,                0.64823,                0.73121,                 1.6191,                0.66623,                 1.1318,              0.0005051,              0.0005051,              0.0005051
                    153,                0.47143,                0.95406,                0.43924,                0.95277,                0.86896,                0.78972,                0.86789,                0.69195,                0.84823,                0.77103,                0.83296,                0.65035,                 0.7363,                 1.7504,                0.69465,                 1.1465,              0.0004952,              0.0004952,              0.0004952
                    154,                0.48454,                0.94088,                0.43062,                0.95283,                 0.8569,                0.81308,                0.85777,                0.66896,                0.86465,                0.77615,                0.83376,                0.64516,                0.76079,                 1.7449,                0.69299,                 1.1583,              0.0004853,              0.0004853,              0.0004853
                    155,                 0.4755,                0.90353,                0.43062,                0.95252,                0.86988,                0.81308,                0.86614,                0.67253,                0.84988,                0.79439,                0.83241,                0.63321,                0.73792,                 1.6403,                0.66499,                 1.1363,              0.0004754,              0.0004754,              0.0004754
                    156,                0.44216,                0.85213,                0.41664,                0.93704,                0.87031,                0.81533,                0.86033,                0.68266,                0.85045,                0.79722,                0.82276,                0.63789,                0.72162,                 1.6779,                0.64474,                 1.1296,              0.0004655,              0.0004655,              0.0004655
                    157,                0.47023,                0.96093,                0.42531,                 0.9549,                 0.9028,                0.79439,                0.86662,                0.68788,                0.88262,                0.77303,                0.83025,                0.63608,                0.73327,                 1.7555,                0.64174,                 1.1404,              0.0004556,              0.0004556,              0.0004556
                    158,                0.45735,                0.91751,                0.41513,                0.94419,                0.87384,                0.78505,                0.86334,                0.67942,                0.86326,                 0.7757,                0.82404,                 0.6303,                0.75207,                 1.9725,                0.67044,                 1.1907,              0.0004457,              0.0004457,              0.0004457
                    159,                0.44508,                0.89341,                0.39763,                0.93218,                0.88316,                0.82243,                0.87635,                0.69016,                0.87351,                0.80841,                0.83385,                0.64305,                 0.7471,                 1.9019,                  0.621,                 1.1792,              0.0004358,              0.0004358,              0.0004358
                    160,                0.41847,                0.83746,                0.39393,                0.92214,                0.85047,                0.81776,                0.86991,                0.70398,                0.81861,                0.82243,                 0.8379,                0.65123,                0.75759,                 1.8243,                0.63538,                 1.1484,              0.0004259,              0.0004259,              0.0004259
                    161,                0.45349,                0.94496,                0.40869,                0.93973,                0.84326,                 0.8271,                0.85334,                0.68936,                0.82877,                0.81308,                0.83548,                0.64291,                0.70346,                  1.675,                0.67906,                 1.0991,               0.000416,               0.000416,               0.000416
                    162,                 0.4735,                0.95707,                0.41819,                0.94962,                0.85505,                0.80841,                0.85083,                 0.6915,                0.82773,                0.83072,                 0.8411,                0.65235,                0.68074,                  1.614,                0.68234,                 1.0895,              0.0004061,              0.0004061,              0.0004061
                    163,                0.45048,                0.92817,                0.41213,                0.94176,                0.85409,                0.79323,                0.84206,                0.67837,                0.84412,                0.78443,                0.82849,                0.65089,                0.74653,                 1.7836,                0.70484,                 1.1668,              0.0003962,              0.0003962,              0.0003962
                    164,                 0.4511,                0.92432,                0.41042,                0.93029,                0.89442,                0.76636,                0.84832,                 0.6784,                0.84696,                0.77585,                0.82242,                0.64423,                0.77057,                 1.8088,                 0.6897,                 1.1973,              0.0003863,              0.0003863,              0.0003863
                    165,                0.43746,                0.89079,                0.38702,                0.94658,                0.88152,                0.80374,                0.85628,                0.69003,                0.87563,                0.79907,                0.83553,                0.65821,                 0.7212,                 1.6076,                0.63393,                 1.1212,              0.0003764,              0.0003764,              0.0003764
                    166,                0.44511,                 0.9085,                0.40343,                0.93214,                0.87762,                0.80428,                0.85928,                0.69068,                0.87193,                0.79907,                0.84203,                0.65873,                 0.7151,                 1.5646,                0.62841,                  1.116,              0.0003665,              0.0003665,              0.0003665
                    167,                0.45981,                0.89662,                0.40442,                0.94624,                0.89882,                0.78505,                 0.8644,                0.69856,                0.88144,                 0.7757,                0.83419,                 0.6518,                0.71842,                 1.6729,                0.62882,                 1.1193,              0.0003566,              0.0003566,              0.0003566
                    168,                0.43975,                0.87067,                0.39935,                0.93831,                0.89083,                0.78505,                0.85802,                0.68643,                0.86343,                0.76636,                0.81495,                0.63141,                0.74185,                 1.8298,                0.66515,                 1.1478,              0.0003467,              0.0003467,              0.0003467
                    169,                0.44876,                0.91267,                0.41113,                0.92794,                0.86448,                 0.8271,                0.87499,                  0.692,                0.83465,                0.79907,                0.81472,                 0.6381,                0.73644,                 1.9407,                0.66143,                 1.1686,              0.0003368,              0.0003368,              0.0003368
                    170,                0.45421,                 0.8773,                0.39753,                0.94435,                0.86982,                0.84303,                0.88785,                0.69781,                0.84827,                0.79907,                0.82216,                0.63701,                0.71879,                 1.7408,                0.63224,                  1.121,              0.0003269,              0.0003269,              0.0003269
                    171,                0.44971,                0.95066,                0.40495,                0.93145,                0.85607,                0.83378,                0.86962,                0.70215,                0.83216,                 0.8109,                0.82406,                0.64765,                 0.7143,                 1.6146,                0.63008,                 1.1072,               0.000317,               0.000317,               0.000317
                    172,                 0.4264,                 0.9306,                 0.4045,                0.92203,                0.87402,                0.81047,                 0.8802,                0.71624,                0.84019,                0.81074,                0.83946,                0.66589,                0.70848,                 1.5742,                0.62655,                 1.1055,              0.0003071,              0.0003071,              0.0003071
                    173,                0.41501,                0.84209,                0.38095,                0.91716,                0.87835,                0.80841,                0.87772,                0.71128,                0.85301,                0.78641,                0.83614,                0.67593,                0.67108,                 1.5495,                0.62923,                 1.0829,              0.0002972,              0.0002972,              0.0002972
                    174,                0.42404,                0.85856,                0.37939,                0.93666,                 0.8715,                0.83178,                0.87742,                0.71762,                 0.8512,                0.80841,                0.83499,                 0.6706,                 0.6804,                  1.623,                0.61861,                 1.0929,              0.0002873,              0.0002873,              0.0002873
                    175,                0.43166,                0.86929,                0.39945,                0.92115,                0.85473,                0.82482,                0.87594,                0.71412,                0.84795,                0.80787,                0.83748,                0.66448,                0.68882,                  1.776,                0.63335,                 1.0988,              0.0002774,              0.0002774,              0.0002774
                    176,                0.42841,                0.88236,                0.38991,                 0.9317,                0.87694,                0.80374,                0.87228,                0.71736,                0.86164,                0.78972,                0.83468,                0.66511,                0.68665,                 1.7289,                0.65247,                 1.0936,              0.0002675,              0.0002675,              0.0002675
                    177,                0.43009,                0.84683,                0.37507,                0.92413,                0.83582,                0.81776,                0.86366,                0.69869,                0.84065,                0.78972,                0.83251,                0.65994,                0.70573,                 1.7167,                0.66188,                 1.1185,              0.0002576,              0.0002576,              0.0002576
                    178,                0.42297,                0.84052,                0.36732,                0.92618,                0.84356,                 0.8315,                0.86394,                0.69891,                0.85306,                 0.7757,                0.82635,                0.65806,                0.71304,                 1.6964,                0.64803,                 1.1263,              0.0002477,              0.0002477,              0.0002477
                    179,                0.43881,                0.88992,                0.39325,                 0.9432,                0.82766,                0.83645,                0.87039,                0.71076,                0.81379,                0.82243,                 0.8367,                0.66907,                0.69163,                 1.6184,                0.64088,                 1.0866,              0.0002378,              0.0002378,              0.0002378
                    180,                0.43752,                0.88158,                0.38295,                0.93903,                0.81489,                0.82286,                0.86233,                0.70091,                0.80383,                0.80421,                0.83131,                0.66216,                0.67866,                 1.6311,                0.69443,                 1.0763,              0.0002279,              0.0002279,              0.0002279
                    181,                0.41017,                0.86963,                0.38526,                 0.9199,                0.85157,                0.78505,                0.86815,                0.70066,                0.84329,                0.77952,                0.83425,                0.66124,                0.71288,                 1.7473,                0.67696,                 1.1058,               0.000218,               0.000218,               0.000218
                    182,                0.42208,                0.86206,                0.37626,                 0.9238,                0.81047,                0.85047,                0.87745,                0.71031,                0.81504,                 0.8271,                0.84168,                0.67085,                0.71159,                 1.7111,                0.63002,                 1.1106,              0.0002081,              0.0002081,              0.0002081
                    183,                 0.3974,                0.79027,                0.35949,                0.92193,                0.84922,                 0.8271,                0.87973,                0.70757,                0.83962,                0.81776,                0.84724,                0.66735,                0.71044,                 1.7132,                0.63216,                 1.1131,              0.0001982,              0.0001982,              0.0001982
                    184,                0.42177,                 0.8452,                0.39142,                 0.9271,                0.88836,                0.78083,                0.86901,                0.70851,                0.86711,                0.76225,                0.83317,                0.66779,                0.69608,                 1.7039,                0.64237,                 1.0962,              0.0001883,              0.0001883,              0.0001883
                    185,                0.39841,                0.83801,                0.36064,                0.91501,                 0.8701,                0.78252,                0.86346,                0.70268,                0.85451,                 0.7685,                0.83264,                0.65736,                0.70125,                 1.7476,                0.63863,                 1.1085,              0.0001784,              0.0001784,              0.0001784
                    186,                 0.4204,                0.81228,                0.37958,                0.91946,                 0.8757,                0.79014,                0.85862,                0.69746,                0.86255,                0.78505,                0.83018,                0.65032,                0.71328,                 1.7223,                0.63873,                 1.1159,              0.0001685,              0.0001685,              0.0001685
                    187,                0.38828,                0.80408,                0.35377,                0.91733,                 0.8634,                0.80374,                 0.8604,                0.68678,                0.83997,                0.78489,                0.82648,                 0.6503,                0.72538,                 1.6977,                0.65561,                 1.1306,              0.0001586,              0.0001586,              0.0001586
                    188,                0.40636,                0.81598,                0.35894,                0.92721,                0.87288,                0.78505,                 0.8573,                0.68691,                0.84079,                0.78966,                0.83157,                0.65121,                0.71991,                  1.698,                0.68656,                 1.1269,              0.0001487,              0.0001487,              0.0001487
                    189,                0.40943,                0.83095,                0.35635,                0.92952,                0.89757,                0.77802,                0.85995,                0.69464,                0.88143,                0.76422,                0.82915,                0.65703,                0.72448,                 1.7138,                0.66232,                 1.1322,              0.0001388,              0.0001388,              0.0001388
                    190,                0.40513,                0.81369,                0.36346,                0.92126,                0.89187,                0.78505,                0.86678,                 0.6971,                0.86329,                 0.7757,                 0.8313,                0.65601,                0.72962,                 1.7207,                0.63588,                 1.1465,              0.0001289,              0.0001289,              0.0001289
                    191,                0.34701,                0.73281,                0.32112,                0.87446,                0.90744,                 0.7788,                 0.8693,                0.68967,                0.88568,                 0.7603,                0.82192,                0.64702,                0.71184,                 1.6784,                0.61758,                 1.1177,               0.000119,               0.000119,               0.000119
                    192,                0.34555,                0.73025,                0.30339,                0.89022,                0.90459,                0.78037,                0.86656,                0.69353,                0.87751,                0.75701,                0.82465,                0.65476,                0.70362,                 1.6503,                0.63167,                   1.11,              0.0001091,              0.0001091,              0.0001091
                    193,                 0.3308,                0.69995,                0.29288,                0.88906,                0.90148,                0.76962,                0.85161,                0.68455,                0.87413,                 0.7464,                0.81419,                0.64416,                0.72029,                  1.709,                  0.648,                 1.1388,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.34065,                0.73376,                0.29915,                0.86771,                0.86566,                0.81308,                0.86618,                0.68988,                0.84387,                0.78295,                0.82103,                0.64442,                0.72548,                 1.6965,                0.64283,                 1.1444,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.34169,                0.74749,                0.30319,                0.87965,                0.86401,                0.82243,                0.86935,                 0.6929,                0.83506,                0.79439,                 0.8283,                0.65193,                0.70726,                 1.6346,                0.64044,                 1.1231,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.32753,                0.69398,                0.28836,                 0.8627,                0.84771,                0.83234,                0.86847,                0.70016,                0.81444,                0.82039,                0.82983,                0.65785,                 0.6904,                 1.5969,                0.63622,                 1.1111,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.33622,                0.67541,                0.28998,                0.89643,                0.84603,                0.83645,                0.86847,                0.69902,                0.82712,                0.81776,                0.83059,                0.66054,                0.70268,                 1.5898,                0.64025,                 1.1224,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.33339,                0.69969,                0.30482,                0.87858,                0.86616,                0.81652,                0.86981,                0.69618,                0.84667,                0.78972,                0.83137,                0.66044,                 0.7147,                 1.5994,                0.63376,                 1.1358,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.34548,                0.69361,                0.30041,                0.88475,                0.87726,                0.81776,                0.87025,                0.70104,                0.84709,                0.78972,                0.82088,                0.65651,                0.69579,                 1.5923,                0.63657,                 1.1176,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.31929,                 0.7006,                0.28157,                0.86878,                 0.8771,                0.81776,                0.87036,                0.70083,                0.84681,                0.78972,                0.82524,                0.65672,                0.69413,                 1.6144,                0.62853,                 1.1159,               2.99e-05,               2.99e-05,               2.99e-05
